  id  |                             title                             |                                                                                                                                                                                                              description                                                                                                                                                                                                              | runtime | revenue | review_id | director_id | time_id 
   22 | Manchester by the Sea                                         | A depressed uncle is asked to take care of his teenage nephew after the boy's father dies.                                                                                                                                                                                                                                                                                                                                            |     137 |    47.7 |        22 |         270 |      11
  100 | The Departed                                                  | An undercover cop and a mole in the police attempt to identify each other while infiltrating an Irish gang in South Boston.                                                                                                                                                                                                                                                                                                           |     151 |  132.37 |       100 |           9 |       1
  572 | Enchanted                                                     | A young maiden in a land called Andalasia, who is prepared to be wed, is sent away to New York City by an evil queen, where she falls in love with a lawyer.                                                                                                                                                                                                                                                                          |     107 |  127.71 |       572 |          88 |       2
  801 | Yoga Hosers                                                   | Two teenage yoga enthusiasts team up with a legendary man-hunter to battle with an ancient evil presence that is threatening their major party plans.                                                                                                                                                                                                                                                                                 |      88 |         |       801 |         209 |      11
  793 | Zack and Miri Make a Porno                                    | Lifelong platonic friends Zack and Miri look to solve their respective cash-flow problems by making an adult film together. As the cameras roll, however, the duo begin to sense that they may have more feelings for each other than they previously thought.                                                                                                                                                                        |     101 |   31.45 |       793 |         209 |       3
  416 | Tusk                                                          | When podcaster Wallace Bryton goes missing in the backwoods of Manitoba while interviewing a mysterious seafarer named Howard Howe, his best friend Teddy and girlfriend Allison team with an ex-cop to look for him.                                                                                                                                                                                                                 |     102 |    1.82 |       416 |         209 |       9
  450 | Carrie                                                        | A shy girl, outcasted by her peers and sheltered by her religious mother, unleashes telekinetic terror on her small town after being pushed too far at her senior prom.                                                                                                                                                                                                                                                               |     100 |   35.27 |       450 |         213 |       8
  976 | My Big Fat Greek Wedding 2                                    | A Portokalos family secret brings the beloved characters back together for an even bigger and Greeker wedding.                                                                                                                                                                                                                                                                                                                        |      94 |   59.57 |       976 |         162 |      11
  584 | What to Expect When You're Expecting                          | Follows the lives of five interconnected couples as they experience the thrills and surprises of having a baby, and realize that no matter what you plan for, life does not always deliver what is expected.                                                                                                                                                                                                                          |     110 |    41.1 |       584 |         162 |       7
  761 | August Rush                                                   | A drama with fairy tale elements, where an orphaned musical prodigy uses his gift as a clue to finding his birth parents.                                                                                                                                                                                                                                                                                                             |     114 |   31.66 |       761 |         546 |       2
  401 | Minions                                                       | Minions Stuart, Kevin and Bob are recruited by Scarlet Overkill, a super-villain who, alongside her inventor husband Herb, hatches a plot to take over the world.                                                                                                                                                                                                                                                                     |      91 |  336.03 |       401 |         306 |      10
  868 | The Stanford Prison Experiment                                | Twenty-four male students out of seventy-five were selected to take on randomly assigned roles of prisoners and guards in a mock prison situated in the basement of the Stanford psychology building.                                                                                                                                                                                                                                 |     122 |    0.64 |       868 |         131 |      10
  288 | Jupiter Ascending                                             | A young woman discovers her destiny as an heiress of intergalactic nobility and must fight to protect the inhabitants of Earth from an ancient and destructive industry.                                                                                                                                                                                                                                                              |     127 |   47.38 |       288 |         588 |      10
  835 | The Dictator                                                  | The heroic story of a dictator who risked his life to ensure that democracy would never come to the country he so lovingly oppressed.                                                                                                                                                                                                                                                                                                 |      83 |   59.62 |       835 |         404 |       7
  264 | Nymphomaniac: Vol. I                                          | A self-diagnosed nymphomaniac recounts her erotic experiences to the man who saved her after a beating.                                                                                                                                                                                                                                                                                                                               |     117 |    0.79 |       264 |          25 |       8
  843 | Melancholia                                                   | Two sisters find their already strained relationship challenged as a mysterious new planet threatens to collide with Earth.                                                                                                                                                                                                                                                                                                           |     135 |    3.03 |       843 |          25 |       6
  623 | Antichrist                                                    | A grieving couple retreat to their cabin in the woods, hoping to repair their broken hearts and troubled marriage. But nature takes its course and things go from bad to worse.                                                                                                                                                                                                                                                       |     108 |     0.4 |       623 |          25 |       4
  721 | Nymphomaniac: Vol. II                                         | The continuation of Joe's sexually dictated life delves into the darker aspects of her adulthood, obsessions and what led to her being in Seligman's care.                                                                                                                                                                                                                                                                            |     123 |    0.33 |       721 |          25 |       8
  488 | Safe Haven                                                    | A young woman with a mysterious past lands in Southport, North Carolina where her bond with a widower forces her to confront the dark secret that haunts her.                                                                                                                                                                                                                                                                         |     115 |   71.35 |       488 |         466 |       8
  696 | Hachi: A Dog's Tale                                           | A college professor's bond with the abandoned dog he takes into his home.                                                                                                                                                                                                                                                                                                                                                             |      93 |         |       696 |         466 |       4
  927 | Precious                                                      | In New York City's Harlem circa 1987, an overweight, abused, illiterate teen who is pregnant with her second child is invited to enroll in an alternative school in hopes that her life can head in a new direction.                                                                                                                                                                                                                  |     110 |   47.54 |       927 |         286 |       4
  947 | The Butler                                                    | As Cecil Gaines serves eight presidents during his tenure as a butler at the White House, the civil rights movement, Vietnam, and other major events affect this man's life, family, and American society.                                                                                                                                                                                                                            |     132 |  116.63 |       947 |         286 |       8
  396 | The Age of Adaline                                            | A young woman, born at the turn of the 20th century, is rendered ageless after an accident. After many solitary years, she meets a man who complicates the eternal life she has settled into.                                                                                                                                                                                                                                         |     112 |   42.48 |       396 |         169 |      10
  689 | Toy Story 3                                                   | The toys are mistakenly delivered to a day-care center instead of the attic right before Andy leaves for college, and it's up to Woody to convince the other toys that they weren't abandoned and to return home.                                                                                                                                                                                                                     |     103 |  414.98 |       689 |         125 |       5
  626 | Total Recall                                                  | A factory worker, Douglas Quaid, begins to suspect that he is a spy after visiting Rekall - a company that provides its clients with implanted fake memories of a life they would like to have led - goes wrong and he finds himself on the run.                                                                                                                                                                                      |     118 |   58.88 |       626 |         139 |       7
  699 | Live Free or Die Hard                                         | John McClane and a young hacker join forces to take down master cyber-terrorist Thomas Gabriel in Washington D.C.                                                                                                                                                                                                                                                                                                                     |     128 |  134.52 |       699 |         139 |       2
  901 | Sleeping with Other People                                    | A good-natured womanizer and a serial cheater form a platonic relationship that helps reform them in ways, while a mutual attraction sets in.                                                                                                                                                                                                                                                                                         |     101 |    0.81 |       901 |         254 |      10
  639 | Unfriended                                                    | A group of online chat room friends find themselves haunted by a mysterious, supernatural force using the account of their dead friend.                                                                                                                                                                                                                                                                                               |      83 |   31.54 |       639 |         290 |       9
  219 | A Dark Song                                                   | A determined young woman and a damaged occultist risk their lives and souls to perform a dangerous ritual that will grant them what they want.                                                                                                                                                                                                                                                                                        |     100 |         |       219 |         372 |      11
  978 | Amateur Night                                                 | Guy Carter is an award-winning graduate student of architecture. He's got a beautiful wife and a baby on the way. The problem? He doesn't have "his ducks in a row," which only fuels his ... See full summary »                                                                                                                                                                                                                      |      92 |         |       978 |         459 |      11
   59 | Their Finest                                                  | A former secretary, newly appointed as a scriptwriter for propaganda films, joins the cast and crew of a major production while the Blitz rages around them.                                                                                                                                                                                                                                                                          |     117 |    3.18 |        59 |         247 |      11
  874 | One Day                                                       | After spending the night together on the night of their college graduation Dexter and Em are shown each year on the same date to see where they are in their lives. They are sometimes together, sometimes not, on that day.                                                                                                                                                                                                          |     107 |   13.77 |       874 |         247 |       6
  576 | Clash of the Titans                                           | Perseus demigod, son of Zeus, battles the minions of the underworld to stop them from conquering heaven and earth.                                                                                                                                                                                                                                                                                                                    |     106 |  163.19 |       576 |         410 |       5
  397 | The Incredible Hulk                                           | Bruce Banner, a scientist on the run from the U.S. Government, must find a cure for the monster he emerges whenever he loses his temper.                                                                                                                                                                                                                                                                                              |     112 |  134.52 |       397 |         410 |       3
  281 | Now You See Me                                                | An FBI agent and an Interpol detective track a team of illusionists who pull off bank heists during their performances and reward their audiences with the money.                                                                                                                                                                                                                                                                     |     115 |   117.7 |       281 |         410 |       8
  598 | Grimsby                                                       | A new assignment forces a top spy to team up with his football hooligan brother.                                                                                                                                                                                                                                                                                                                                                      |      83 |    6.86 |       598 |         410 |      11
  842 | A Bigger Splash                                               | The vacation of a famous rock star and a filmmaker in Italy is disrupted by the unexpected visit of an old friend and his daughter.                                                                                                                                                                                                                                                                                                   |     125 |    1.98 |       842 |         334 |      10
  534 | Lucy                                                          | A woman, accidentally caught in a dark deal, turns the tables on her captors and transforms into a merciless warrior evolved beyond human logic.                                                                                                                                                                                                                                                                                      |      89 |  126.55 |       534 |         299 |       9
  792 | The Family                                                    | The Manzoni family, a notorious mafia clan, is relocated to Normandy, France under the witness protection program, where fitting in soon becomes challenging as their old habits die hard.                                                                                                                                                                                                                                            |     111 |   36.92 |       792 |         299 |       8
  984 | Let's Be Cops                                                 | Two struggling pals dress as police officers for a costume party and become neighborhood sensations. But when these newly-minted "heroes" get tangled in a real life web of mobsters and dirty detectives, they must put their fake badges on the line.                                                                                                                                                                               |     104 |   82.39 |       984 |         589 |       9
  194 | Morgan                                                        | A corporate risk-management consultant must decide whether or not to terminate an artificially created humanoid being.                                                                                                                                                                                                                                                                                                                |      92 |    3.91 |       194 |         418 |      11
  682 | We Need to Talk About Kevin                                   | Kevin's mother struggles to love her strange child, despite the increasingly vicious things he says and does as he grows up. But Kevin is just getting started, and his final act will be beyond anything anyone imagined.                                                                                                                                                                                                            |     112 |    1.74 |       682 |         411 |       6
   97 | Kimi no na wa                                                 | Two strangers find themselves linked in a bizarre way. When a connection forms, will distance be the only thing to keep them apart?                                                                                                                                                                                                                                                                                                   |     106 |    4.68 |        97 |         542 |      11
  856 | Barbershop: The Next Cut                                      | As their surrounding community has taken a turn for the worse, the crew at Calvin's Barbershop come together to bring some much needed change to their neighborhood.                                                                                                                                                                                                                                                                  |     111 |   54.01 |       856 |         633 |      11
  622 | Underworld Awakening                                          | When human forces discover the existence of the Vampire and Lycan clans, a war to eradicate both species commences. The vampire warrior Selene leads the battle against humankind.                                                                                                                                                                                                                                                    |      88 |   62.32 |       622 |         283 |       7
  771 | Quantum of Solace                                             | James Bond descends into mystery as he tries to stop a mysterious organization from eliminating a country's most valuable resource. All the while, he still tries to seek revenge over the death of his love.                                                                                                                                                                                                                         |     106 |  168.37 |       771 |         273 |       3
  433 | World War Z                                                   | Former United Nations employee Gerry Lane traverses the world in a race against time to stop the Zombie pandemic that is toppling armies and governments, and threatening to destroy humanity itself.                                                                                                                                                                                                                                 |     116 |  202.35 |       433 |         273 |       8
  706 | The Neighbor                                                  | Set in Cutter Mississippi, the film follows a man who discovers the dark truth about his neighbor and the secrets he may be keeping in the cellar.                                                                                                                                                                                                                                                                                    |      87 |         |       706 |          67 |      11
  624 | Friday the 13th                                               | A group of young adults discover a boarded up Camp Crystal Lake, where they soon encounter Jason Voorhees and his deadly intentions.                                                                                                                                                                                                                                                                                                  |      97 |      65 |       624 |         644 |       4
  759 | Conan the Barbarian                                           | A vengeful barbarian warrior sets off to get his revenge on the evil warlord who attacked his village and murdered his father when he was a boy.                                                                                                                                                                                                                                                                                      |     113 |   21.27 |       759 |         644 |       6
  369 | The Amazing Spider-Man                                        | After Peter Parker is bitten by a genetically altered spider, he gains newfound, spider-like powers and ventures out to solve the mystery of his parent's mysterious death.                                                                                                                                                                                                                                                           |     136 |  262.03 |       369 |         220 |       7
  254 | The Amazing Spider-Man 2                                      | When New York is put under siege by Oscorp, it is up to Spider-Man to save the city he swore to protect as well as his loved ones.                                                                                                                                                                                                                                                                                                    |     142 |  202.85 |       254 |         220 |       9
  508 | (500) Days of Summer                                          | An offbeat romantic comedy about a woman who doesn't believe true love exists, and the young man who falls for her.                                                                                                                                                                                                                                                                                                                   |      95 |   32.39 |       508 |         220 |       4
  612 | Toni Erdmann                                                  | A practical joking father tries to reconnect with his hard working daughter by creating an outrageous alter ego and posing as her CEO's life coach.                                                                                                                                                                                                                                                                                   |     162 |    1.48 |       612 |         442 |      11
  810 | USS Indianapolis: Men of Courage                              | During World War II, an American navy ship is sunk by a Japanese submarine leaving 300 crewmen stranded in shark infested waters.                                                                                                                                                                                                                                                                                                     |     128 |         |       810 |          85 |      11
  590 | Brave                                                         | Determined to make her own path in life, Princess Merida defies a custom that brings chaos to her kingdom. Granted one wish, Merida must rely on her bravery and her archery skills to undo a beastly curse.                                                                                                                                                                                                                          |      93 |  237.28 |       590 |         218 |       7
  511 | The Boy in the Striped Pyjamas                                | Set during WWII, a story seen through the innocent eyes of Bruno, the eight-year-old son of the commandant at a German concentration camp, whose forbidden friendship with a Jewish boy on the other side of the camp fence has startling and unexpected consequences.                                                                                                                                                                |      94 |    9.03 |       511 |         172 |       3
  944 | What's Your Number?                                           | A woman looks back at the past nineteen men she's had relationships with in her life and wonders if one of them might be her one true love.                                                                                                                                                                                                                                                                                           |     106 |   13.99 |       944 |         177 |       6
  855 | Kung Fu Panda                                                 | The Dragon Warrior has to clash against the savage Tai Lung as China's fate hangs in the balance: However, the Dragon Warrior mantle is supposedly mistaken to be bestowed upon an obese panda who is a tyro in martial arts.                                                                                                                                                                                                         |      92 |   215.4 |       855 |         197 |       3
  586 | Ghost Rider                                                   | Stunt motorcyclist Johnny Blaze gives up his soul to become a hellblazing vigilante, to fight against power hungry Blackheart, the son of the devil himself.                                                                                                                                                                                                                                                                          |     114 |   115.8 |       586 |         226 |       2
  650 | Vampire Academy                                               | Rose Hathaway is a Dhampir, half human-half vampire, a guardian of the Moroi, peaceful, mortal vampires living discreetly within our world. Her calling is to protect the Moroi from bloodthirsty, immortal Vampires, the Strigoi.                                                                                                                                                                                                    |     104 |    7.79 |       650 |         159 |       9
  417 | The Headhunter's Calling                                      | A headhunter whose life revolves around closing deals in a a survival-of-the-fittest boiler room, battles his top rival for control of their job placement company -- his dream of owning the company clashing with the needs of his family.                                                                                                                                                                                          |     108 |         |       417 |         116 |      11
  674 | Green Lantern                                                 | Reckless test pilot Hal Jordan is granted an alien ring that bestows him with otherworldly powers that inducts him into an intergalactic police force, the Green Lantern Corps.                                                                                                                                                                                                                                                       |     114 |  116.59 |       674 |         625 |       6
  165 | Casino Royale                                                 | Armed with a licence to kill, Secret Agent James Bond sets out on his first mission as 007 and must defeat a weapons dealer in a high stakes game of poker at Casino Royale, but things are not what they seem.                                                                                                                                                                                                                       |     144 |  167.01 |       165 |         625 |       1
  140 | Brimstone                                                     | From the moment the new reverend climbs the pulpit, Liz knows she and her family are in great danger.                                                                                                                                                                                                                                                                                                                                 |     148 |         |       140 |           4 |      11
  802 | Seven Psychopaths                                             | A struggling screenwriter inadvertently becomes entangled in the Los Angeles criminal underworld after his oddball friends kidnap a gangster's beloved Shih Tzu.                                                                                                                                                                                                                                                                      |     110 |   14.99 |       802 |         450 |       7
  753 | In Bruges                                                     | Guilt-stricken after a job gone wrong, hitman Ray and his partner await orders from their ruthless boss in Bruges, Belgium, the last place in the world Ray wants to be.                                                                                                                                                                                                                                                              |     107 |    7.76 |       753 |         450 |       3
  139 | Shutter Island                                                | In 1954, a U.S. marshal investigates the disappearance of a murderess who escaped from a hospital for the criminally insane.                                                                                                                                                                                                                                                                                                          |     138 |  127.97 |       139 |           9 |       5
   56 | Silence                                                       | In the 17th century, two Portuguese Jesuit priests travel to Japan in an attempt to locate their mentor, who is rumored to have committed apostasy, and to propagate Catholicism.                                                                                                                                                                                                                                                     |     161 |    7.08 |        56 |           9 |      11
   83 | The Wolf of Wall Street                                       | Based on the true story of Jordan Belfort, from his rise to a wealthy stock-broker living the high life to his fall involving crime, corruption and the federal government.                                                                                                                                                                                                                                                           |     180 |  116.87 |        83 |           9 |       8
  736 | Hugo                                                          | In Paris in 1931, an orphan named Hugo Cabret who lives in the walls of a train station is wrapped up in a mystery involving his late father and an automaton.                                                                                                                                                                                                                                                                        |     126 |   73.82 |       736 |           9 |       6
  184 | Realive                                                       | Marc (Tom Hughes) is diagnosed with a disease and is given one year left to live. Unable to accept his own end, he decides to freeze his body. Sixty years later, in the year 2084, he ... See full summary »                                                                                                                                                                                                                         |     112 |         |       184 |         501 |      11
  780 | The Man Who Knew Infinity                                     | The story of the life and academic career of the pioneer Indian mathematician, Srinivasa Ramanujan, and his friendship with his mentor, Professor G.H. Hardy.                                                                                                                                                                                                                                                                         |     108 |    3.86 |       780 |         291 |      10
  911 | Il racconto dei racconti - Tale of Tales                      | From the bitter quest of the Queen of Longtrellis, to two mysterious sisters who provoke the passion of a king, to the King of Highhills obsessed with a giant Flea, these tales are inspired by the fairytales by Giambattista Basile.                                                                                                                                                                                               |     133 |    0.08 |       911 |         480 |      10
  220 | Kick-Ass                                                      | Dave Lizewski is an unnoticed high school student and comic book fan who one day decides to become a superhero, even though he has no powers, training or meaningful reason to do so.                                                                                                                                                                                                                                                 |     117 |   48.04 |       220 |         484 |       5
  347 | Stardust                                                      | In a countryside town bordering on a magical land, a young man makes a promise to his beloved that he'll retrieve a fallen star by venturing into the magical realm.                                                                                                                                                                                                                                                                  |     127 |   38.35 |       347 |         484 |       2
  206 | X: First Class                                                | In 1962, the United States government enlists the help of Mutants with superhuman abilities to stop a malicious dictator who is determined to start World War III.                                                                                                                                                                                                                                                                    |     132 |  146.41 |       206 |         484 |       6
   66 | Kingsman: The Secret Service                                  | A spy organization recruits an unrefined, but promising street kid into the agency's ultra-competitive training program, just as a global threat emerges from a twisted tech genius.                                                                                                                                                                                                                                                  |     129 |  128.25 |        66 |         484 |       9
  828 | The Warriors Gate                                             | A teenager is magically transported to China and learns to convert his video game skills into those of a Kung Fu warrior.                                                                                                                                                                                                                                                                                                             |     108 |         |       828 |         217 |      11
  493 | Cloverfield                                                   | A group of friends venture deep into the streets of New York on a rescue mission during a rampaging monster attack.                                                                                                                                                                                                                                                                                                                   |      85 |   80.03 |       493 |         639 |       3
  177 | Dawn of the Planet of the Apes                                | A growing nation of genetically evolved apes led by Caesar is threatened by a band of human survivors of the devastating virus unleashed a decade earlier.                                                                                                                                                                                                                                                                            |     130 |  208.54 |       177 |         639 |       9
  596 | Let Me In                                                     | A bullied young boy befriends a young female vampire who lives in secrecy with her guardian.                                                                                                                                                                                                                                                                                                                                          |     116 |   12.13 |       596 |         639 |       5
